GameId,Quarter,Minute,Second,Down,ToGo,YardLine,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,PassType,IsSack
2019122207,2,0,45,4,1,97,2019,-1,SHOTGUN,RUSH,1,0,UNKNOWN,0
2019122207,2,10,22,4,6,91,2019,0,FIELD GOAL,FIELD GOAL,0,0,UNKNOWN,0
2019122207,2,12,21,4,3,61,2019,12,SHOTGUN,PASS,0,1,SHORT RIGHT,0
2019122207,1,1,39,4,5,95,2019,-9,SHOTGUN,SACK,0,0,UNKNOWN,1
2019122207,1,9,30,4,1,99,2019,1,NO HUDDLE,RUSH,1,0,UNKNOWN,0
2019122209,1,11,23,4,1,69,2019,7,UNDER CENTER,RUSH,1,0,UNKNOWN,0
2019122206,4,11,36,4,13,87,2019,0,FIELD GOAL,FIELD GOAL,0,0,UNKNOWN,0
2019122206,3,3,29,4,10,71,2019,0,FIELD GOAL,FIELD GOAL,0,0,UNKNOWN,0
2019111709,2,15,0,4,9,36,2019,0,PUNT,PUNT,0,0,UNKNOWN,0
2019122209,4,3,15,4,2,76,2019,0,FIELD GOAL,FIELD GOAL,0,0,UNKNOWN,0
2019122209,4,8,45,4,24,54,2019,0,PUNT,PUNT,0,0,UNKNOWN,0
2019122209,3,0,43,4,7,60,2019,0,PUNT,PUNT,0,0,UNKNOWN,0
2019122209,3,6,34,4,10,81,2019,0,FIELD GOAL,FIELD GOAL,0,0,UNKNOWN,0
2019122209,2,1,22,4,11,69,2019,0,FIELD GOAL,FIELD GOAL,0,0,UNKNOWN,0
2019122206,1,5,29,4,5,53,2019,0,PUNT,PUNT,0,0,UNKNOWN,0
2019122205,4,5,45,4,4,72,2019,23,SHOTGUN,PASS,0,1,DEEP RIGHT,0
2019122205,4,6,55,4,10,52,2019,14,SHOTGUN,PASS,0,1,SHORT LEFT,0
2019121513,2,4,22,4,7,74,2019,0,FIELD GOAL,FIELD GOAL,0,0,UNKNOWN,0
2019121512,3,5,20,4,4,72,2019,0,FIELD GOAL,FIELD GOAL,0,0,UNKNOWN,0
2019121512,2,0,27,4,4,96,2019,0,FIELD GOAL,FIELD GOAL,0,0,UNKNOWN,0
2019121512,2,2,41,4,7,75,2019,0,FIELD GOAL,FIELD GOAL,0,0,UNKNOWN,0
2019121512,1,3,6,4,1,64,2019,5,UNDER CENTER,PASS,0,1,SHORT RIGHT,0
2019121508,2,1,53,4,7,52,2019,0,PUNT,PUNT,0,0,UNKNOWN,0
2019121508,1,1,26,4,7,93,2019,0,FIELD GOAL,FIELD GOAL,0,0,UNKNOWN,0
2019121600,1,4,2,4,8,61,2019,0,PUNT,PUNT,0,0,UNKNOWN,0
2019121600,1,7,32,4,2,85,2019,0,FIELD GOAL,FIELD GOAL,0,0,UNKNOWN,0
2019121511,3,11,14,4,5,68,2019,0,FIELD GOAL,FIELD GOAL,0,0,UNKNOWN,0
2019121508,1,9,11,4,4,57,2019,0,PUNT,PUNT,0,0,UNKNOWN,0
2019122211,4,11,25,4,4,65,2019,0,FIELD GOAL,FIELD GOAL,0,0,UNKNOWN,0
2019122208,4,0,33,4,3,97,2019,3,SHOTGUN,PASS,0,1,SHORT MIDDLE,0
2019121507,4,0,28,4,12,56,2019,0,PUNT,PUNT,0,0,UNKNOWN,0
2019121507,2,0,13,4,9,52,2019,0,PUNT,PUNT,0,0,UNKNOWN,0
2019121507,1,7,8,4,7,73,2019,0,FIELD GOAL,FIELD GOAL,0,0,UNKNOWN,0
2019121504,2,0,2,4,15,74,2019,0,FIELD GOAL,FIELD GOAL,0,0,UNKNOWN,0
2019121507,4,3,31,4,11,89,2019,0,FIELD GOAL,FIELD GOAL,0,0,UNKNOWN,0
2019121506,4,12,27,4,18,82,2019,0,FIELD GOAL,FIELD GOAL,0,0,UNKNOWN,0
2019121600,4,5,2,4,4,60,2019,11,SHOTGUN,PASS,0,1,SHORT LEFT,0
2019121509,4,5,21,4,3,97,2019,0,FIELD GOAL,FIELD GOAL,0,0,UNKNOWN,0
2019121500,4,7,23,4,1,94,2019,6,SHOTGUN,RUSH,1,0,UNKNOWN,0
2019121509,2,2,12,4,1,74,2019,3,UNDER CENTER,RUSH,1,0,UNKNOWN,0
2019121509,2,4,39,4,8,74,2019,0,FIELD GOAL,FIELD GOAL,0,0,UNKNOWN,0
2019121506,2,8,6,4,8,50,2019,0,PUNT,PUNT,0,0,UNKNOWN,0
2019121505,3,8,49,4,6,71,2019,0,FIELD GOAL,FIELD GOAL,0,0,UNKNOWN,0
2019121505,2,0,47,4,1,94,2019,0,FIELD GOAL,FIELD GOAL,0,0,UNKNOWN,0
2019121505,2,5,12,4,2,52,2019,0,PUNT,PUNT,0,0,UNKNOWN,0
2019121505,2,14,57,4,5,57,2019,0,PUNT,PUNT,0,0,UNKNOWN,0
2019121505,1,2,24,4,1,90,2019,-3,UNDER CENTER,RUSH,1,0,UNKNOWN,0
2019122205,3,2,32,4,4,91,2019,0,FIELD GOAL,FIELD GOAL,0,0,UNKNOWN,0
2019122205,2,0,14,4,2,95,2019,0,FIELD GOAL,FIELD GOAL,0,0,UNKNOWN,0
2019122205,2,5,10,4,9,60,2019,0,PUNT,PUNT,0,0,UNKNOWN,0
2019121511,4,6,44,4,6,76,2019,0,FIELD GOAL,FIELD GOAL,0,0,UNKNOWN,0
2019121511,4,15,0,4,8,76,2019,0,FIELD GOAL,FIELD GOAL,0,0,UNKNOWN,0
2019121511,2,3,47,4,1,93,2019,2,UNDER CENTER,RUSH,1,0,UNKNOWN,0
