GameId,GameDate,SeasonYear,OffenseTeam,DefenseTeam,Description,Down,YardsToGo,YardLineFixed,FieldPosition,RedZone,OpponentTerritory,OwnTerritory,Quarter,GameTime,LateGame,Overtime,ShortYardage,MediumYardage,LongYardage,DownToGoRatio,DecisionType,IsGoForIt,IsFieldGoalAttempt,IsPuntAttempt,IsRush,IsPass,PlayType,Formation,Yards,ConversionSuccess,FieldGoalSuccess,PlaySuccess,IsTouchdown,IsIncomplete,IsSack,IsInterception,IsFumble
2019110700,2019-11-07,2019,LAC,LV,"(:28) 4-M.BADGLEY 27 YARD FIELD GOAL IS GOOD, CENTER-45-C.MAZZA, HOLDER-1-T.LONG.",4,5,9,0.09,0,0,1,3,45,0,0,0,1,0,1.0,FieldGoal,0,1,0,0,0,FIELD GOAL,FIELD GOAL,0,,0.0,1,0,0,0,0,0
2019110307,2019-11-03,2019,DET,LV,"(2:38) (SHOTGUN) 9-M.STAFFORD PASS SHORT MIDDLE TO 11-M.JONES FOR 2 YARDS, TOUCHDOWN.",4,2,2,0.02,0,0,1,1,13,0,0,1,0,0,0.4,Pass,1,0,0,0,1,PASS,SHOTGUN,2,1.0,,1,1,0,0,0,0
2019110307,2019-11-03,2019,DET,LV,(:08) 65-T.CROSBY REPORTED IN AS ELIGIBLE.  9-M.STAFFORD PASS INCOMPLETE SHORT LEFT TO 82-L.THOMAS (42-K.JOSEPH).,4,1,1,0.01,0,0,1,4,60,1,0,1,0,0,0.2,Pass,1,0,0,0,1,PASS,UNDER CENTER,0,0.0,,1,0,1,0,0,0
2019110307,2019-11-03,2019,DET,LV,"(11:42) 6-S.MARTIN PUNTS 39 YARDS TO END ZONE, CENTER-48-D.MUHLBACH, TOUCHBACK.",4,10,39,0.39,0,0,1,4,49,1,0,0,0,1,2.0,Punt,0,0,1,0,0,PUNT,PUNT,0,,,1,0,0,0,0,0
2019110307,2019-11-03,2019,DET,LV,"(4:47) 5-M.PRATER 23 YARD FIELD GOAL IS GOOD, CENTER-48-D.MUHLBACH, HOLDER-6-S.MARTIN.",4,5,5,0.05,0,0,1,3,41,0,0,0,1,0,1.0,FieldGoal,0,1,0,0,0,FIELD GOAL,FIELD GOAL,0,,0.0,1,0,0,0,0,0
2019102704,2019-10-27,2019,HOU,LV,"(10:33) 7-K.FAIRBAIRN 40 YARD FIELD GOAL IS GOOD, CENTER-46-J.WEEKS, HOLDER-9-B.ANGER.",4,21,22,0.22,0,0,1,3,35,0,0,0,0,1,4.2,FieldGoal,0,1,0,0,0,FIELD GOAL,FIELD GOAL,0,,0.0,1,0,0,0,0,0
2019102704,2019-10-27,2019,HOU,LV,"(1:07) 7-K.FAIRBAIRN 33 YARD FIELD GOAL IS GOOD, CENTER-46-J.WEEKS, HOLDER-9-B.ANGER.",4,9,15,0.15,0,0,1,2,29,0,0,0,0,1,1.8,FieldGoal,0,1,0,0,0,FIELD GOAL,FIELD GOAL,0,,0.0,1,0,0,0,0,0
2019100605,2019-10-06,2019,CHI,LV,"(5:09) (PUNT FORMATION) 16-P.O'DONNELL PUNTS 39 YARDS TO OAK 10, CENTER-48-P.SCALES, FAIR CATCH BY 13-H.RENFROW.",4,8,49,0.49,0,0,1,1,10,0,0,0,0,1,1.6,Punt,0,0,1,0,0,PUNT,PUNT,0,,,1,0,0,0,0,0
2019091510,2019-09-15,2019,KC,LV,"(12:15) 2-D.COLQUITT PUNTS 32 YARDS TO OAK 14, CENTER-41-J.WINCHESTER, FAIR CATCH BY 30-J.RICHARD. PENALTY ON KC-84-D.THOMAS, ILLEGAL SHIFT, 5 YARDS, ENFORCED AT OAK 14.",4,18,46,0.46,0,0,1,3,33,0,0,0,0,1,3.6,Punt,0,0,1,0,0,PUNT,PUNT,0,,,0,0,0,0,0,0
2019090901,2019-09-09,2019,DEN,LV,"(8:43) 8-B.MCMANUS 39 YARD FIELD GOAL IS GOOD, CENTER-42-C.KREITER, HOLDER-6-C.WADMAN.",4,9,21,0.21,0,0,1,4,52,1,0,0,0,1,1.8,FieldGoal,0,1,0,0,0,FIELD GOAL,FIELD GOAL,0,,0.0,1,0,0,0,0,0
2019090901,2019-09-09,2019,DEN,LV,"(3:45) 8-B.MCMANUS 26 YARD FIELD GOAL IS GOOD, CENTER-42-C.KREITER, HOLDER-6-C.WADMAN.",4,5,8,0.08,0,0,1,3,42,0,0,0,1,0,1.0,FieldGoal,0,1,0,0,0,FIELD GOAL,FIELD GOAL,0,,0.0,1,0,0,0,0,0
2019090901,2019-09-09,2019,DEN,LV,"(9:22) 8-B.MCMANUS 26 YARD FIELD GOAL IS GOOD, CENTER-42-C.KREITER, HOLDER-6-C.WADMAN.",4,8,8,0.08,0,0,1,3,36,0,0,0,0,1,1.6,FieldGoal,0,1,0,0,0,FIELD GOAL,FIELD GOAL,0,,0.0,1,0,0,0,0,0
2019090901,2019-09-09,2019,DEN,LV,"(:05) 8-B.MCMANUS 64 YARD FIELD GOAL IS NO GOOD, SHORT, CENTER-42-C.KREITER, HOLDER-6-C.WADMAN.",4,20,46,0.46,0,0,1,2,30,0,0,0,0,1,4.0,FieldGoal,0,1,0,0,0,FIELD GOAL,FIELD GOAL,0,,0.0,1,0,0,0,0,0
